Effect_1,Effect_2,Effect_3,Effect_4,Effect_5,Effect_Level_1,Effect_Level_2,Effect_Level_3,Effect_Level_4,Effect_Level_5,Flavor_1,Flavor_2,Flavor_3,Leafly_Name,Medicinal_1,Medicinal_2,Medicinal_3,Medicinal_4,Medicinal_5,Medicinal_Level_1,Medicinal_Level_2,Medicinal_Level_3,Medicinal_Level_4,Medicinal_Level_5,Name,Negative_1,Negative_2,Negative_3,Negative_4,Negative_5,Negative_Level_1,Negative_Level_2,Negative_Level_3,Negative_Level_4,Negative_Level_5,Number_of_Reviews,Rating,Type
Relaxed,Euphoric,Happy,Hungry,Uplifted,width:100%,width:80%,width:80%,width:40%,width:20%,1. Citrus,2. Earthy,3. Pine,Kmo,Depression,Insomnia,Muscle Spasms,Pain,Stress,width:100%,width:100%,width:100%,width:100%,width:100%,Karma OG,Dry Mouth,,,,,width:100%,,,,,7,4.4,Hybrid
Creative,Focused,Hungry,Relaxed,Sleepy,width:100%,width:100%,width:100%,width:100%,width:100%,1. Citrus,2. Grapefruit,3. Lemon,Kmr,Eye Pressure,Headaches,Inflammation,Insomnia,Lack of Appetite,width:100%,width:100%,width:100%,width:100%,width:100%,Karmarado OG,Dry Eyes,Dry Mouth,,,,width:100%,width:100%,,,,1,4.0,Indica
Euphoric,Focused,Relaxed,Tingly,Happy,width:100%,width:100%,width:71%,width:68%,width:48%,,,,Ksh,Insomnia,Pain,Depression,Inflammation,Stress,width:100%,width:90%,width:80%,width:80%,width:80%,Kashmir Kush,Dry Mouth,Paranoid,Anxious,,,width:100%,width:100%,width:50%,,,13,4.7,Indica
Relaxed,Euphoric,Happy,Sleepy,Hungry,width:100%,width:65%,width:61%,width:60%,width:34%,1. Berry,2. Earthy,3. Flowery,Kbk,Insomnia,Pain,Stress,Lack of Appetite,Depression,width:100%,width:84%,width:75%,width:53%,width:52%,Katsu Bubba Kush,Dry Mouth,Dry Eyes,Dizzy,Anxious,Paranoid,width:100%,width:30%,width:25%,width:19%,width:19%,69,4.6,Indica
Sleepy,Relaxed,Happy,Euphoric,Uplifted,width:100%,width:67%,width:21%,width:21%,width:15%,1. Pungent,2. Earthy,3. Sweet,Kat,Insomnia,Spasticity,Eye Pressure,Pain,Stress,width:100%,width:89%,width:87%,width:21%,width:17%,Katsu Kush,Dry Mouth,Dry Eyes,Headache,Paranoid,,width:100%,width:85%,width:14%,width:14%,,43,4.2,Indica
Creative,Energetic,Happy,Euphoric,Uplifted,width:100%,width:87%,width:87%,width:75%,width:62%,,,,Kae,Stress,Depression,Fatigue,Lack of Appetite,Pain,width:100%,width:83%,width:50%,width:33%,width:33%,Kaua’i Electric,Dry Eyes,Dry Mouth,Paranoid,,,width:100%,width:100%,width:100%,,,9,4.8,Sativa
Happy,Energetic,Euphoric,Talkative,Aroused,width:100%,width:83%,width:83%,width:66%,width:50%,1. Earthy,2. Pepper,3. Coffee,Khg,Pain,Stress,Cramps,Inflammation,Muscle Spasms,width:100%,width:80%,width:40%,width:40%,width:20%,Kelly Hill Gold,Dry Eyes,Dry Mouth,,,,width:100%,width:100%,,,,5,5.0,Indica
Relaxed,Happy,Euphoric,Sleepy,Aroused,width:100%,width:97%,width:80%,width:78%,width:20%,1. Plum,2. Earthy,3. Grape,Ken,Pain,Inflammation,Lack of Appetite,Stress,Insomnia,width:100%,width:91%,width:89%,width:57%,width:55%,Ken's Kush,Dry Mouth,Dry Eyes,Anxious,,,width:100%,width:26%,width:1%,,,33,4.2,Hybrid
Aroused,Creative,Energetic,Focused,Giggly,width:100%,width:100%,width:100%,width:100%,width:100%,,,,Ker,,,,,,,,,,,Kerala,,,,,,,,,,,1,4.0,Sativa
Uplifted,Energetic,Focused,Happy,Relaxed,width:100%,width:33%,width:16%,width:16%,width:16%,1. Mango,2. Sweet,3. Orange,Kkr,Depression,Fatigue,Cramps,Nausea,,width:100%,width:100%,width:50%,width:50%,,Kerala Krush,,,,,,,,,,,11,4.6,Sativa
Creative,Energetic,Euphoric,Happy,Hungry,width:100%,width:100%,width:75%,width:75%,width:75%,1. Diesel,,,Krs,Depression,Stress,Headaches,Inflammation,Lack of Appetite,width:100%,width:100%,width:75%,width:75%,width:75%,Kerosene,Dizzy,,,,,width:100%,,,,,3,5.0,Sativa
Aroused,Energetic,Euphoric,Happy,Hungry,width:100%,width:100%,width:100%,width:100%,width:100%,,,,Ket,Depression,Muscle Spasms,Pain,Seizures,Stress,width:100%,width:100%,width:100%,width:100%,width:100%,Ketama,Dry Mouth,Dizzy,Headache,Dry Eyes,Paranoid,width:100%,width:64%,width:64%,width:29%,width:29%,3,4.0,Indica
Happy,Relaxed,Euphoric,Uplifted,Hungry,width:100%,width:90%,width:73%,width:57%,width:48%,1. Lime,2. Sweet,3. Lemon,Klp,Pain,Stress,Depression,Insomnia,Fatigue,width:100%,width:91%,width:89%,width:78%,width:72%,Key Lime Pie,Dry Mouth,Dry Eyes,Anxious,Dizzy,Paranoid,width:100%,width:45%,width:27%,width:13%,width:13%,295,4.5,Hybrid
Sleepy,Relaxed,Euphoric,Hungry,Happy,width:100%,width:86%,width:46%,width:33%,width:26%,1. Earthy,2. Nutty,3. Citrus,Ksk,Insomnia,Pain,Stress,Depression,Headaches,width:100%,width:88%,width:77%,width:66%,width:44%,Keystone Kush,Dizzy,Dry Eyes,Dry Mouth,Anxious,,width:100%,width:100%,width:100%,width:50%,,17,4.6,Hybrid
Happy,Relaxed,Uplifted,Euphoric,Creative,width:100%,width:89%,width:83%,width:77%,width:66%,,,,Kk,Stress,Depression,Pain,Lack of Appetite,Insomnia,width:100%,width:93%,width:73%,width:63%,width:48%,Khalifa Kush,Dry Mouth,Dry Eyes,Paranoid,Dizzy,Anxious,width:100%,width:62%,width:26%,width:17%,width:17%,576,4.7,Hybrid
Euphoric,Energetic,Uplifted,Focused,Happy,width:100%,width:97%,width:97%,width:96%,width:96%,1. Earthy,2. Flowery,3. Spicy/Herbal,Kh,Stress,Insomnia,Depression,Fatigue,,width:100%,width:96%,width:94%,width:94%,,Khola,Dry Eyes,Dry Mouth,Paranoid,,,width:100%,width:7%,width:1%,,,6,4.3,Hybrid
Relaxed,Talkative,Euphoric,Happy,Focused,width:100%,width:71%,width:53%,width:51%,width:48%,1. Sweet,2. Pungent,3. Earthy,Khu,Headaches,Insomnia,Pain,Stress,Depression,width:100%,width:35%,width:30%,width:25%,width:20%,Khufu,Dry Eyes,Dry Mouth,,,,width:100%,width:66%,,,,20,4.3,Indica
Happy,Relaxed,Hungry,Giggly,Euphoric,width:100%,width:100%,width:94%,width:91%,width:88%,1. Earthy,2. Nutty,3. Pine,Kid,Pain,Depression,Stress,Muscle Spasms,Nausea,width:100%,width:96%,width:93%,width:93%,width:90%,Kid N' Kookies,Dry Mouth,Anxious,Dizzy,Paranoid,,width:100%,width:16%,width:16%,width:16%,,8,4.6,Hybrid
Energetic,Happy,Focused,Uplifted,Creative,width:100%,width:97%,width:87%,width:79%,width:72%,1. Sweet,2. Earthy,3. Pine,Kmj,Insomnia,Depression,Stress,Fatigue,Pain,width:100%,width:83%,width:78%,width:52%,width:44%,Kilimanjaro,Dry Mouth,Dry Eyes,Anxious,Dizzy,Paranoid,width:100%,width:86%,width:81%,width:6%,width:5%,124,4.5,Sativa
Relaxed,Happy,Euphoric,Hungry,Sleepy,width:100%,width:95%,width:95%,width:95%,width:90%,1. Rose,2. Pungent,3. Diesel,Kbl,Stress,Lack of Appetite,Insomnia,Eye Pressure,Headaches,width:100%,width:90%,width:85%,width:20%,width:20%,Kill Bill,Dry Mouth,Headache,,,,width:100%,width:100%,,,,17,4.4,Hybrid
Happy,Creative,Relaxed,Uplifted,Sleepy,width:100%,width:83%,width:79%,width:78%,width:78%,1. Grape,2. Tropical,3. Berry,Kgr,Eye Pressure,Stress,Depression,Pain,Lack of Appetite,width:100%,width:32%,width:20%,width:15%,width:12%,Killer Grape,Dizzy,Dry Eyes,Anxious,Paranoid,Dry Mouth,width:100%,width:57%,width:50%,width:50%,width:29%,17,4.8,Hybrid
Focused,Relaxed,Happy,Energetic,Uplifted,width:100%,width:78%,width:67%,width:65%,width:59%,1. Citrus,2. Earthy,3. Pine,Kq,Depression,Fatigue,Stress,Pain,Inflammation,width:100%,width:96%,width:78%,width:52%,width:27%,Killer Queen,Dry Mouth,Dry Eyes,Dizzy,Paranoid,Headache,width:100%,width:92%,width:14%,width:3%,width:2%,129,4.3,Hybrid
Energetic,Happy,Uplifted,Euphoric,Creative,width:100%,width:86%,width:81%,width:72%,width:59%,1. Earthy,2. Lemon,3. Citrus,Kf,Depression,Stress,Pain,Fatigue,Nausea,width:100%,width:80%,width:60%,width:40%,width:33%,Killing Fields,Dry Eyes,Dry Mouth,Headache,Dizzy,Paranoid,width:100%,width:100%,width:66%,width:50%,width:50%,33,4.5,Sativa
Relaxed,Sleepy,Happy,Hungry,Tingly,width:100%,width:51%,width:49%,width:46%,width:38%,1. Earthy,2. Citrus,3. Flowery,Kim,Depression,Pain,Stress,Lack of Appetite,Nausea,width:100%,width:90%,width:75%,width:62%,width:52%,Kimbo Kush,Dry Mouth,Dry Eyes,Anxious,Dizzy,Paranoid,width:100%,width:50%,width:14%,width:14%,width:10%,174,4.4,Hybrid
Relaxed,Euphoric,Uplifted,Hungry,Sleepy,width:100%,width:58%,width:52%,width:41%,width:36%,1. Sweet,2. Skunk,3. Berry,Kck,Eye Pressure,Lack of Appetite,Stress,,,width:100%,width:100%,width:100%,,,King Cake,Anxious,Dry Mouth,Dizzy,,,width:100%,width:84%,width:15%,,,10,4.5,Hybrid
Relaxed,Happy,Sleepy,Uplifted,Euphoric,width:100%,width:59%,width:54%,width:50%,width:40%,1. Earthy,2. Flowery,3. Pungent,Kik,Stress,Depression,Pain,Eye Pressure,Insomnia,width:100%,width:65%,width:64%,width:44%,width:42%,King Kong,Dizzy,Headache,Dry Mouth,Dry Eyes,Paranoid,width:100%,width:93%,width:58%,width:16%,width:6%,151,4.3,Hybrid
Relaxed,Sleepy,Happy,Euphoric,Hungry,width:100%,width:78%,width:56%,width:49%,width:44%,1. Earthy,2. Pine,3. Woody,Kng,Stress,Insomnia,Pain,Depression,Lack of Appetite,width:100%,width:98%,width:89%,width:62%,width:51%,King Louis XIII,Dry Mouth,Dry Eyes,Dizzy,Anxious,Paranoid,width:100%,width:57%,width:20%,width:12%,width:11%,772,4.6,Indica
Happy,Relaxed,Uplifted,Aroused,Creative,width:100%,width:100%,width:100%,width:66%,width:66%,,,,Ktf,Pain,Cramps,Depression,Inflammation,Insomnia,width:100%,width:50%,width:50%,width:50%,width:50%,King Thunder Fuck,,,,,,,,,,,5,4.8,Hybrid
Euphoric,Creative,Uplifted,Focused,Happy,width:100%,width:88%,width:83%,width:83%,width:77%,1. Citrus,2. Lemon,3. Earthy,Kbr,Stress,Depression,Fatigue,Insomnia,Pain,width:100%,width:73%,width:40%,width:33%,width:33%,King's Bread,Headache,Dry Mouth,Dizzy,Dry Eyes,,width:100%,width:80%,width:20%,width:20%,,28,4.2,Sativa
Relaxed,Sleepy,Euphoric,Happy,Uplifted,width:100%,width:71%,width:58%,width:44%,width:39%,1. Earthy,2. Woody,3. Sweet,Kin,Pain,Insomnia,Depression,Stress,Muscle Spasms,width:100%,width:90%,width:83%,width:62%,width:25%,King's Kush,Dry Eyes,Anxious,Dry Mouth,Paranoid,Dizzy,width:100%,width:70%,width:62%,width:23%,width:5%,340,4.3,Indica
,,,,,,,,,,,,,Kgb,,,,,,,,,,,Kings Banner,,,,,,,,,,,,,Hybrid
Hungry,Sleepy,Euphoric,Focused,Creative,width:100%,width:100%,width:66%,width:66%,width:66%,1. Cheese,2. Earthy,3. Skunk,Kss,Fatigue,Lack of Appetite,Pain,Stress,Depression,width:100%,width:100%,width:100%,width:100%,width:50%,Kiss,Dry Mouth,Paranoid,Anxious,,,width:100%,width:100%,width:50%,,,10,4.7,Hybrid
Euphoric,Talkative,Happy,Hungry,Relaxed,width:100%,width:89%,width:20%,width:17%,width:17%,1. Woody,2. Citrus,3. Pungent,Kws,Depression,Insomnia,Lack of Appetite,Nausea,Stress,width:100%,width:100%,width:100%,width:100%,width:100%,Kiwiskunk,Headache,Dry Eyes,Dry Mouth,,,width:100%,width:50%,width:50%,,,12,4.0,Indica
Relaxed,Hungry,Creative,Happy,Euphoric,width:100%,width:88%,width:64%,width:29%,width:23%,1. Earthy,2. Spicy/Herbal,3. Woody,Kok,Pain,Stress,Depression,Insomnia,Muscle Spasms,width:100%,width:100%,width:92%,width:92%,width:92%,Kobain Kush,Dry Eyes,Anxious,Headache,Dizzy,Dry Mouth,width:100%,width:66%,width:66%,width:33%,width:33%,13,4.2,Indica
Relaxed,Sleepy,,,,width:100%,width:100%,,,,,,,Kol,Depression,Insomnia,Nausea,Pain,Stress,width:100%,width:100%,width:100%,width:100%,width:100%,Koloa Sunrise,Anxious,Dizzy,Paranoid,,,width:100%,width:100%,width:100%,,,1,5.0,Hybrid
Hungry,Relaxed,Talkative,,,width:100%,width:100%,width:100%,,,,,,Kls,,,,,,,,,,,Koloa Sunrise,Anxious,Dizzy,,,,width:100%,width:100%,,,,,,Sativa
Uplifted,Happy,Euphoric,Energetic,Giggly,width:100%,width:93%,width:86%,width:66%,width:56%,1. Pineapple,2. Earthy,3. Sweet,Kgd,Depression,Stress,Pain,Muscle Spasms,Nausea,width:100%,width:62%,width:22%,width:20%,width:20%,Kona Gold,Headache,Dry Mouth,Anxious,Dry Eyes,Paranoid,width:100%,width:83%,width:18%,width:1%,width:1%,20,4.5,Sativa
Sleepy,Relaxed,Happy,Giggly,Uplifted,width:100%,width:94%,width:54%,width:37%,width:35%,1. Earthy,2. Diesel,3. Sweet,Kon,Stress,Depression,Insomnia,Pain,Headaches,width:100%,width:79%,width:59%,width:55%,width:32%,Kong,Dry Mouth,Dry Eyes,Dizzy,Headache,Anxious,width:100%,width:88%,width:4%,width:2%,width:2%,132,4.7,Hybrid
Relaxed,Happy,Uplifted,Tingly,Aroused,width:100%,width:94%,width:73%,width:63%,width:42%,,,,Kas,Depression,Stress,Headaches,Inflammation,Lack of Appetite,width:100%,width:100%,width:33%,width:33%,width:33%,Kool-Aid Smile,Dry Mouth,,,,,width:100%,,,,,6,4.9,Indica
Happy,Relaxed,Tingly,Euphoric,Focused,width:100%,width:100%,width:100%,width:50%,width:50%,1. Citrus,2. Flowery,3. Menthol,Koo,Pain,Stress,Depression,Insomnia,Spasticity,width:100%,width:100%,width:50%,width:50%,width:50%,Koolato,Dizzy,Paranoid,,,,width:100%,width:100%,,,,2,5.0,Hybrid
,,,,,,,,,,,,,Kod,,,,,,,,,,,Kosher Dawg,,,,,,,,,,,1,5.0,Hybrid
Relaxed,Happy,Sleepy,Euphoric,Hungry,width:100%,width:72%,width:66%,width:55%,width:32%,1. Earthy,2. Pungent,3. Pine,Kos,Stress,Pain,Insomnia,Depression,Lack of Appetite,width:100%,width:78%,width:74%,width:57%,width:38%,Kosher Kush,Dry Mouth,Dry Eyes,Dizzy,Paranoid,Anxious,width:100%,width:39%,width:24%,width:6%,width:5%,829,4.6,Indica
,,,,,,,,,,,,,Kso,,,,,,,,,,,Kosher Sorbet,,,,,,,,,,,1,5.0,Hybrid
Uplifted,Euphoric,Happy,Relaxed,Focused,width:100%,width:99%,width:92%,width:72%,width:52%,1. Orange,2. Citrus,3. Earthy,Kot,Pain,Depression,Stress,Inflammation,Muscle Spasms,width:100%,width:93%,width:83%,width:46%,width:44%,Kosher Tangie,Dry Mouth,Dizzy,Headache,Paranoid,Anxious,width:100%,width:42%,width:42%,width:24%,width:23%,165,4.5,Hybrid
Energetic,Euphoric,Happy,Hungry,Sleepy,width:100%,width:100%,width:50%,width:50%,width:50%,,,,Kra,Insomnia,Muscle Spasms,Pain,Stress,,width:100%,width:100%,width:100%,width:100%,,Krakatoa,Dry Mouth,Dry Eyes,,,,width:100%,width:50%,,,,2,4.0,Hybrid
Relaxed,Sleepy,Happy,Hungry,Euphoric,width:100%,width:89%,width:61%,width:47%,width:31%,1. Earthy,2. Tea,3. Pepper,Kr,Insomnia,Stress,Pain,Depression,Lack of Appetite,width:100%,width:93%,width:81%,width:79%,width:77%,Kraken,Dry Mouth,Dry Eyes,Anxious,Dizzy,Paranoid,width:100%,width:72%,width:44%,width:44%,width:11%,32,4.5,Indica
,,,,,,,,,,,,,Kre,,,,,,,,,,,Kreamy Karamel,,,,,,,,,,,,,Indica
Relaxed,Sleepy,Giggly,Tingly,Euphoric,width:100%,width:81%,width:74%,width:74%,width:68%,1. Berry,2. Spicy/Herbal,3. Diesel,Krk,Pain,Insomnia,Stress,,,width:100%,width:66%,width:66%,,,Krishna Kush,Dizzy,Dry Eyes,Dry Mouth,,,width:100%,width:90%,width:90%,,,16,4.6,Indica
Sleepy,Relaxed,Happy,Aroused,Hungry,width:100%,width:80%,width:66%,width:47%,width:42%,1. Sweet,2. Cheese,3. Pungent,Klk,Stress,Lack of Appetite,Depression,Insomnia,Cramps,width:100%,width:88%,width:61%,width:55%,width:50%,Kritikal-K,Dry Mouth,Headache,Dry Eyes,,,width:100%,width:100%,width:6%,,,7,4.4,Indica
Relaxed,Uplifted,Hungry,Happy,Sleepy,width:100%,width:72%,width:72%,width:70%,width:34%,1. Earthy,2. Flowery,3. Sweet,Kry,Stress,Pain,Depression,Insomnia,Lack of Appetite,width:100%,width:76%,width:75%,width:50%,width:37%,Kryptonite,Dry Eyes,Dry Mouth,Anxious,Dizzy,Headache,width:100%,width:76%,width:25%,width:22%,width:19%,310,4.3,Indica
Euphoric,Talkative,Aroused,Creative,Energetic,width:100%,width:100%,width:50%,width:50%,width:50%,1. Orange,2. Pungent,3. Sweet,Kua,Depression,Pain,,,,width:100%,width:100%,,,,Kuato,Dry Mouth,,,,,width:100%,,,,,7,4.9,Hybrid
Relaxed,Sleepy,Happy,Euphoric,Tingly,width:100%,width:83%,width:31%,width:29%,width:26%,1. Sweet,2. Berry,3. Earthy,Kub,Insomnia,Stress,Depression,Nausea,Pain,width:100%,width:86%,width:83%,width:43%,width:29%,Kubbie Kush,Dry Mouth,Dry Eyes,Anxious,Headache,Paranoid,width:100%,width:52%,width:24%,width:24%,width:7%,29,4.2,Indica
Happy,Aroused,Relaxed,Focused,Euphoric,width:100%,width:75%,width:75%,width:75%,width:50%,1. Earthy,2. Cheese,3. Lemon,Kuc,Depression,Headaches,Pain,Stress,Fatigue,width:100%,width:100%,width:100%,width:100%,width:50%,Kuchi,Anxious,Dry Mouth,Paranoid,,,width:100%,width:100%,width:100%,,,9,4.0,Hybrid
Relaxed,Happy,Euphoric,Uplifted,Sleepy,width:100%,width:92%,width:64%,width:9%,width:6%,1. Berry,2. Grape,3. Sweet,Kur,Depression,Pain,Stress,Muscle Spasms,Fatigue,width:100%,width:99%,width:57%,width:45%,width:44%,Kurple Fantasy,Dry Mouth,Dry Eyes,Dizzy,Anxious,,width:100%,width:45%,width:8%,width:2%,,57,4.7,Hybrid
,,,,,,,,,,,,,Kby,,,,,,,,,,,Kush Ben Yamini,,,,,,,,,,,,,Hybrid
Relaxed,Euphoric,Happy,Creative,Energetic,width:100%,width:88%,width:66%,width:66%,width:55%,1. Woody,2. Pine,3. Earthy,Kcl,Stress,Depression,Pain,Nausea,Lack of Appetite,width:100%,width:80%,width:40%,width:40%,width:40%,Kush Cleaner,Dry Mouth,Dry Eyes,Dizzy,Headache,Paranoid,width:100%,width:80%,width:20%,width:20%,width:20%,20,4.6,Hybrid
Focused,Creative,Energetic,Euphoric,Happy,width:100%,width:50%,width:50%,width:50%,width:50%,1. Coffee,2. Earthy,3. Pungent,Khp,Muscle Spasms,Depression,Fatigue,Inflammation,Insomnia,width:100%,width:100%,width:100%,width:100%,width:100%,Kush Hemp,Dry Eyes,Dry Mouth,,,,width:100%,width:100%,,,,2,4.5,Hybrid
Relaxed,Energetic,Uplifted,Creative,Euphoric,width:100%,width:50%,width:50%,width:25%,width:25%,1. Earthy,2. Pungent,3. Sweet,Kri,Depression,Fatigue,Headaches,Insomnia,Pain,width:100%,width:100%,width:100%,width:100%,width:100%,Kush Rise,Dry Eyes,Dry Mouth,Paranoid,,,width:100%,width:100%,width:100%,,,4,4.3,Hybrid
Uplifted,Focused,Happy,Talkative,Relaxed,width:100%,width:89%,width:89%,width:67%,width:53%,1. Sweet,2. Apple,3. Butter,Knc,Pain,Depression,Stress,Fatigue,Lack of Appetite,width:100%,width:63%,width:63%,width:31%,width:31%,Kush-N-Cheese,Dry Mouth,,,,,width:100%,,,,,8,4.1,Hybrid
Relaxed,Euphoric,Uplifted,Aroused,Sleepy,width:100%,width:65%,width:64%,width:61%,width:35%,1. Earthy,2. Pungent,3. Pine,Kdl,Insomnia,Stress,Inflammation,Lack of Appetite,Pain,width:100%,width:94%,width:8%,width:5%,width:5%,Kushadelic,Dry Mouth,Dry Eyes,Headache,Paranoid,,width:100%,width:5%,width:2%,width:2%,,16,4.4,Indica
Uplifted,Euphoric,Relaxed,Creative,Aroused,width:100%,width:100%,width:97%,width:97%,width:94%,1. Spicy/Herbal,2. Woody,3. Earthy,Kus,Pain,Stress,Muscle Spasms,Depression,Lack of Appetite,width:100%,width:74%,width:56%,width:56%,width:31%,Kushage,Dry Eyes,Dry Mouth,Dizzy,Paranoid,Anxious,width:100%,width:98%,width:2%,width:2%,width:1%,34,4.4,Hybrid
Relaxed,Creative,Energetic,Euphoric,Focused,width:100%,width:50%,width:50%,width:50%,width:50%,,,,Kma,Depression,Pain,,,,width:100%,width:100%,,,,Kushashima,,,,,,,,,,,4,4.0,Hybrid
Relaxed,Giggly,Happy,Euphoric,Talkative,width:100%,width:84%,width:83%,width:69%,width:53%,1. Earthy,2. Berry,3. Blueberry,Kb,Insomnia,Stress,Pain,Muscle Spasms,Depression,width:100%,width:74%,width:64%,width:59%,width:58%,Kushberry,Dry Mouth,Dizzy,Dry Eyes,Anxious,Headache,width:100%,width:56%,width:55%,width:37%,width:15%,160,4.3,Indica
Creative,Uplifted,Energetic,Talkative,Euphoric,width:100%,width:44%,width:44%,width:42%,width:41%,,,,Lea,Stress,Insomnia,Muscle Spasms,Pain,Depression,width:100%,width:96%,width:96%,width:96%,width:27%,L'Eagle Eagle,Anxious,Dizzy,Dry Eyes,Headache,Paranoid,width:100%,width:100%,width:100%,width:100%,width:100%,22,4.5,Hybrid
,,,,,,,,,,,,,Lsb,,,,,,,,,,,L.A. Sorbet,,,,,,,,,,,1,5.0,Hybrid
Energetic,Happy,Uplifted,Creative,Giggly,width:100%,width:100%,width:100%,width:94%,width:91%,1. Citrus,2. Earthy,3. Nutty,Las,Depression,Stress,Headaches,Pain,Fatigue,width:100%,width:100%,width:96%,width:96%,width:3%,L.A. Sunshine,Dizzy,,,,,width:100%,,,,,9,4.4,Hybrid
Sleepy,Happy,Euphoric,Uplifted,Relaxed,width:100%,width:89%,width:81%,width:74%,width:70%,1. Earthy,2. Woody,3. Nutty,Frv,Stress,Pain,Depression,Headaches,Insomnia,width:100%,width:86%,width:83%,width:74%,width:69%,L.A.K. Federal Reserve,Dry Eyes,Dry Mouth,,,,width:100%,width:16%,,,,15,5.0,Indica
Euphoric,Uplifted,Talkative,Relaxed,Sleepy,width:100%,width:62%,width:48%,width:44%,width:13%,,,,Lac,Pain,Stress,Depression,Fatigue,Headaches,width:100%,width:100%,width:50%,width:50%,width:50%,LA Cake,Dry Eyes,Anxious,Paranoid,Dizzy,Dry Mouth,width:100%,width:66%,width:66%,width:33%,width:33%,9,4.8,Hybrid
Relaxed,Happy,Euphoric,Uplifted,Focused,width:100%,width:83%,width:61%,width:39%,width:38%,1. Coffee,2. Earthy,3. Sweet,Lac,Pain,Stress,Depression,Lack of Appetite,Nausea,width:100%,width:81%,width:58%,width:30%,width:28%,LA Chocolat,Dry Mouth,Dry Eyes,Headache,Anxious,Dizzy,width:100%,width:21%,width:15%,width:1%,width:1%,94,4.6,Hybrid
Relaxed,Happy,Euphoric,Sleepy,Hungry,width:100%,width:71%,width:66%,width:61%,width:35%,1. Earthy,2. Pine,3. Woody,La,Stress,Pain,Depression,Insomnia,Lack of Appetite,width:100%,width:78%,width:70%,width:57%,width:44%,LA Confidential,Dry Mouth,Dry Eyes,Dizzy,Anxious,Paranoid,width:100%,width:57%,width:26%,width:15%,width:14%,1219,4.3,Indica
Euphoric,Relaxed,Hungry,Happy,Creative,width:100%,width:83%,width:66%,width:66%,width:66%,,,,Laj,Pain,Stress,Depression,Insomnia,Fatigue,width:100%,width:100%,width:66%,width:66%,width:33%,LA Jack,Dry Mouth,Anxious,Paranoid,Dry Eyes,Headache,width:100%,width:50%,width:50%,width:25%,width:25%,6,4.0,Hybrid
Relaxed,Euphoric,Giggly,Happy,Uplifted,width:100%,width:77%,width:67%,width:54%,width:47%,1. Sweet,2. Lemon,3. Pungent,Lko,Stress,Pain,Depression,Insomnia,Lack of Appetite,width:100%,width:91%,width:73%,width:73%,width:31%,LA Kookies,Dry Mouth,Anxious,Dizzy,Dry Eyes,Headache,width:100%,width:26%,width:26%,width:26%,width:22%,16,4.7,Hybrid
Relaxed,Sleepy,Happy,Euphoric,Giggly,width:100%,width:63%,width:59%,width:57%,width:52%,1. Pine,2. Nutty,3. Pungent,Lak,Stress,Pain,Fatigue,Inflammation,Depression,width:100%,width:94%,width:92%,width:92%,width:10%,LA Kush,Anxious,Dizzy,Dry Mouth,Dry Eyes,Paranoid,width:100%,width:96%,width:27%,width:16%,width:8%,41,4.4,Hybrid
Tingly,Euphoric,Aroused,Relaxed,Happy,width:100%,width:96%,width:80%,width:56%,width:33%,,,,Lao ,Pain,Stress,Insomnia,Depression,Fatigue,width:100%,width:85%,width:85%,width:69%,width:39%,LA OG,Dry Mouth,Anxious,Dry Eyes,Paranoid,Dizzy,width:100%,width:42%,width:15%,width:10%,width:8%,69,4.4,Indica
Happy,Euphoric,Relaxed,Tingly,Sleepy,width:100%,width:100%,width:100%,width:54%,width:54%,1. Chemical,2. Lemon,3. Lime,Lau,Insomnia,Stress,Pain,Headaches,Cramps,width:100%,width:85%,width:71%,width:57%,width:42%,LA Ultra,Dry Mouth,Dry Eyes,Dizzy,Paranoid,,width:100%,width:80%,width:20%,width:20%,,22,4.7,Indica
Relaxed,Uplifted,Happy,Focused,Euphoric,width:100%,width:80%,width:73%,width:49%,width:35%,1. Pine,2. Sweet,3. Earthy,Law,Inflammation,Pain,Stress,Muscle Spasms,Depression,width:100%,width:94%,width:82%,width:72%,width:52%,LA Woman,Dry Mouth,Dry Eyes,Headache,Paranoid,Anxious,width:100%,width:15%,width:3%,width:2%,width:1%,100,4.3,Hybrid
Uplifted,Energetic,Euphoric,Creative,Happy,width:100%,width:80%,width:60%,width:60%,width:60%,1. Diesel,2. Pepper,3. Pungent,Lap,Pain,,,,,width:100%,,,,,LAPD,,,,,,,,,,,12,4.7,Hybrid
Happy,Euphoric,Relaxed,Uplifted,Creative,width:100%,width:94%,width:92%,width:83%,width:62%,1. Earthy,2. Sweet,3. Citrus,Lsd,Stress,Depression,Pain,Lack of Appetite,Headaches,width:100%,width:78%,width:63%,width:40%,width:37%,LSD,Dry Mouth,Dry Eyes,Anxious,Paranoid,Dizzy,width:100%,width:45%,width:30%,width:22%,width:16%,1005,4.4,Hybrid
Happy,Relaxed,Euphoric,Uplifted,Creative,width:100%,width:81%,width:81%,width:68%,width:68%,1. Sweet,2. Earthy,3. Vanilla,Lvp,Stress,Pain,Nausea,Lack of Appetite,Headaches,width:100%,width:100%,width:100%,width:75%,width:62%,LVPK,Paranoid,Dry Eyes,Dry Mouth,Dizzy,,width:100%,width:75%,width:75%,width:50%,,25,4.5,Hybrid
